type,datasheets,image,corporatePartNumber,manufacturerPartNumber,manufacturer,description,unitPrice,packaging,series,capacitance,tolerance,voltageRating,lifetimeTemp,operatingTemperature,capacitorType,applications,ripple current,impedance,sizeDimension,heightSeated,surfaceMountLandSize,mountingType,packageCase
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0012+ECA1HM100I+7+WW,http://media.digikey.com/Photos/Panasonic%20Photos/ECA-1HM100I.JPG,P10425TB-ND,ECA-1HM100I,Panasonic Electronic Components,CAP ALUM 10UF 20% 50V RADIAL,0.03938,Tape & Box (TB),M,10µF,±20%,50V,2000 Hrs @ 85°C,-40°C ~ 85°C,-,General Purpose,65mA,-,"0.197"" Dia (5.00mm)","0.472"" (12.00mm)",-,Through Hole,"Radial, Can"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3878TR-ND,EEE-1CA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.0628,Tape & Reel (TR),S,10µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3878CT-ND,EEE-1CA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.44,Cut Tape (CT),S,10µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3878DKR-ND,EEE-1CA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,Calculate,Digi-Reel®,S,10µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3882TR-ND,EEE-1CA220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,0.0694,Tape & Reel (TR),S,22µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3882CT-ND,EEE-1CA220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,0.49,Cut Tape (CT),S,22µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3882DKR-ND,EEE-1CA220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,Calculate,Digi-Reel®,S,22µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,28mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3948TR-ND,EEE-1VA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,0.0694,Tape & Reel (TR),S,10µF,±20%,35V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3948CT-ND,EEE-1VA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,0.49,Cut Tape (CT),S,10µF,±20%,35V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3948DKR-ND,EEE-1VA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,Calculate,Digi-Reel®,S,10µF,±20%,35V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3863TR-ND,EEE-0JA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,0.0694,Tape & Reel (TR),S,47µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,36mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3863CT-ND,EEE-0JA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,0.5,Cut Tape (CT),S,47µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,36mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3863DKR-ND,EEE-0JA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,Calculate,Digi-Reel®,S,47µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,36mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895TR-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,0.0694,Tape & Reel (TR),S,10µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895CT-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,0.49,Cut Tape (CT),S,10µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895DKR-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,Calculate,Digi-Reel®,S,10µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,22mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE4.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/HB%20SERIES%205.9H,4.0D.jpg",PCE4137TR-ND,EEE-HB1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.075,Tape & Reel (TR),HB,10µF,±20%,16V,2000 Hrs @ 105°C,-40°C ~ 105°C,-,General Purpose,28mA,-,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE4.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/HB%20SERIES%205.9H,4.0D.jpg",PCE4137CT-ND,EEE-HB1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.53,Cut Tape (CT),HB,10µF,±20%,16V,2000 Hrs @ 105°C,-40°C ~ 105°C,-,General Purpose,28mA,-,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE4.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/HB%20SERIES%205.9H,4.0D.jpg",PCE4137DKR-ND,EEE-HB1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,Calculate,Digi-Reel®,HB,10µF,±20%,16V,2000 Hrs @ 105°C,-40°C ~ 105°C,-,General Purpose,28mA,-,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3890TR-ND,EEE-1CA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 16V SMD,0.07733,Tape & Reel (TR),S,47µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,39mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3890CT-ND,EEE-1CA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 16V SMD,0.43,Cut Tape (CT),S,47µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,39mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3890DKR-ND,EEE-1CA470WR,Panasonic Electronic Components,CAP ALUM 47UF 20% 16V SMD,Calculate,Digi-Reel®,S,47µF,±20%,16V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,39mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3853TR-ND,EEE-0JA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 6.3V SMD,0.07733,Tape & Reel (TR),S,100µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,47mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3853CT-ND,EEE-0JA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 6.3V SMD,0.43,Cut Tape (CT),S,100µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,47mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3853DKR-ND,EEE-0JA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 6.3V SMD,Calculate,Digi-Reel®,S,100µF,±20%,6.3V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,47mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3867TR-ND,EEE-1AA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 10V SMD,0.07733,Tape & Reel (TR),S,100µF,±20%,10V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,50mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3867CT-ND,EEE-1AA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 10V SMD,0.44,Cut Tape (CT),S,100µF,±20%,10V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,50mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3867DKR-ND,EEE-1AA101WR,Panasonic Electronic Components,CAP ALUM 100UF 20% 10V SMD,Calculate,Digi-Reel®,S,100µF,±20%,10V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,50mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3904TR-ND,EEE-1EA330WR,Panasonic Electronic Components,CAP ALUM 33UF 20% 25V SMD,0.07733,Tape & Reel (TR),S,33µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,42mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3904CT-ND,EEE-1EA330WR,Panasonic Electronic Components,CAP ALUM 33UF 20% 25V SMD,0.44,Cut Tape (CT),S,33µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,42mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3904DKR-ND,EEE-1EA330WR,Panasonic Electronic Components,CAP ALUM 33UF 20% 25V SMD,Calculate,Digi-Reel®,S,33µF,±20%,25V,1000 Hrs @ 85°C,-40°C ~ 85°C,-,Automotive,42mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0005+EEEFC1C100R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE3995TR-ND,EEE-FC1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.07866,Tape & Reel (TR),FC,10µF,±20%,16V,1000 Hrs @ 105°C,-40°C ~ 105°C,-,AEC-Q200,45mA,3 Ohm,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
