type,datasheets,image,corporatePartNumber,manufacturerPartNumber,manufacturer,description,unitPrice,packaging,series,capacitance,tolerance,voltageRating,lifetimeTemp,operatingTemperature,capacitorType,applications,ripple current,impedance,sizeDimension,heightSeated,surfaceMountLandSize,mountingType,packageCase
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4290TR-ND,EEE-1CA4R7NR,Panasonic Electronic Components,CAP ALUM 4.7UF 20% 16V SMD,0.08712,Tape & Reel (TR),S,4.7µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,20mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4290CT-ND,EEE-1CA4R7NR,Panasonic Electronic Components,CAP ALUM 4.7UF 20% 16V SMD,0.52,Cut Tape (CT),S,4.7µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,20mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4290DKR-ND,EEE-1CA4R7NR,Panasonic Electronic Components,CAP ALUM 4.7UF 20% 16V SMD,Calculate,Digi-Reel®,S,4.7µF,±20%,16V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,20mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4295TR-ND,EEE-1VA2R2NR,Panasonic Electronic Components,CAP ALUM 2.2UF 20% 35V SMD,0.08712,Tape & Reel (TR),S,2.2µF,±20%,35V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,12mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4295CT-ND,EEE-1VA2R2NR,Panasonic Electronic Components,CAP ALUM 2.2UF 20% 35V SMD,0.51,Cut Tape (CT),S,2.2µF,±20%,35V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,12mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4295DKR-ND,EEE-1VA2R2NR,Panasonic Electronic Components,CAP ALUM 2.2UF 20% 35V SMD,Calculate,Digi-Reel®,S,2.2µF,±20%,35V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,12mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4288TR-ND,EEE-1AA100NR,Panasonic Electronic Components,CAP ALUM 10UF 20% 10V SMD,0.08712,Tape & Reel (TR),S,10µF,±20%,10V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,25mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4288CT-ND,EEE-1AA100NR,Panasonic Electronic Components,CAP ALUM 10UF 20% 10V SMD,0.51,Cut Tape (CT),S,10µF,±20%,10V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,25mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4288DKR-ND,EEE-1AA100NR,Panasonic Electronic Components,CAP ALUM 10UF 20% 10V SMD,Calculate,Digi-Reel®,S,10µF,±20%,10V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,25mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4301TR-ND,EEE-1HA010NR,Panasonic Electronic Components,CAP ALUM 1UF 20% 50V SMD,0.08712,Tape & Reel (TR),S,1µF,±20%,50V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,10mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4301CT-ND,EEE-1HA010NR,Panasonic Electronic Components,CAP ALUM 1UF 20% 50V SMD,0.51,Cut Tape (CT),S,1µF,±20%,50V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,10mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-data/pdf/ABA0000/ABA0000CE2.pdf,http://media.digikey.com/Photos/Panasonic%20Photos/VS%20SERIES_Bi-Polar.jpg,PCE4301DKR-ND,EEE-1HA010NR,Panasonic Electronic Components,CAP ALUM 1UF 20% 50V SMD,Calculate,Digi-Reel®,S,1µF,±20%,50V,2000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,Automotive,10mA,-,"0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/lecs/www-data/pdf/ABA0000/ABA0000CE3.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4240TR-ND,EEE-HA1V220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,0.08854,Tape & Reel (TR),HA,22µF,±20%,35V,1000 Hrs @ 105°C,-40°C ~ 105°C,-,Automotive,35mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/lecs/www-data/pdf/ABA0000/ABA0000CE3.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4240CT-ND,EEE-HA1V220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,0.49,Cut Tape (CT),HA,22µF,±20%,35V,1000 Hrs @ 105°C,-40°C ~ 105°C,-,Automotive,35mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/lecs/www-data/pdf/ABA0000/ABA0000CE3.pdf,"http://media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4240DKR-ND,EEE-HA1V220WR,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,Calculate,Digi-Reel®,HA,22µF,±20%,35V,1000 Hrs @ 105°C,-40°C ~ 105°C,-,Automotive,35mA,-,"0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1A220R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3774TR-ND,EEE-FK1A220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 10V SMD,0.09,Tape & Reel (TR),FK,22µF,±20%,10V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1A220R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3774CT-ND,EEE-FK1A220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 10V SMD,0.53,Cut Tape (CT),FK,22µF,±20%,10V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1A220R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3774DKR-ND,EEE-FK1A220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 10V SMD,Calculate,Digi-Reel®,FK,22µF,±20%,10V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782TR-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.09,Tape & Reel (TR),FK,10µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782CT-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.53,Cut Tape (CT),FK,10µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782DKR-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,Calculate,Digi-Reel®,FK,10µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V100UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3834TR-ND,EEE-FK1V100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,0.09,Tape & Reel (TR),FK,10µF,±20%,35V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V100UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3834CT-ND,EEE-FK1V100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,0.53,Cut Tape (CT),FK,10µF,±20%,35V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V100UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3834DKR-ND,EEE-FK1V100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,Calculate,Digi-Reel®,FK,10µF,±20%,35V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+0+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795TR-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,0.09,Tape & Reel (TR),FK,10µF,±20%,25V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+0+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795CT-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,0.53,Cut Tape (CT),FK,10µF,±20%,25V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+0+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795DKR-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,Calculate,Digi-Reel®,FK,10µF,±20%,25V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C220UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3786TR-ND,EEE-FK1C220UR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,0.09,Tape & Reel (TR),FK,22µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C220UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3786CT-ND,EEE-FK1C220UR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,0.53,Cut Tape (CT),FK,22µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C220UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3786DKR-ND,EEE-FK1C220UR,Panasonic Electronic Components,CAP ALUM 22UF 20% 16V SMD,Calculate,Digi-Reel®,FK,22µF,±20%,16V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK0J470UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3770TR-ND,EEE-FK0J470UR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,0.09,Tape & Reel (TR),FK,47µF,±20%,6.3V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK0J470UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3770CT-ND,EEE-FK0J470UR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,0.53,Cut Tape (CT),FK,47µF,±20%,6.3V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK0J470UR+7+WW,"http://media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3770DKR-ND,EEE-FK0J470UR,Panasonic Electronic Components,CAP ALUM 47UF 20% 6.3V SMD,Calculate,Digi-Reel®,FK,47µF,±20%,6.3V,2000 Hrs @ 105°C,-55°C ~ 105°C,Polar,Automotive,67.5mA,1.35 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+4+ABA0100+EEEHD1C100AR+8+WW,"http://media.digikey.com/photos/Panasonic%20Photos/HD%20SERIES%2010.5H,10.0D.jpg",PCE4949TR-ND,EEE-HD1C100AR,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.09054,Tape & Reel (TR),HD,10µF,±20%,16V,5000 Hrs @ 105°C,-40°C ~ 105°C,-,General Purpose,28mA,12 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
Capacitor,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+4+ABA0100+EEEHD1C100AR+8+WW,"http://media.digikey.com/photos/Panasonic%20Photos/HD%20SERIES%2010.5H,10.0D.jpg",PCE4949CT-ND,EEE-HD1C100AR,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,0.54,Cut Tape (CT),HD,10µF,±20%,16V,5000 Hrs @ 105°C,-40°C ~ 105°C,-,General Purpose,28mA,12 Ohm,"0.157"" Dia (4.00mm)","0.228"" (5.80mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)",Surface Mount,"Radial, Can - SMD"
